Review,sentiment,polarity,overall_sentiment
"The neighborhood had a strong sense of security, with well-lit streets and a low crime rate.",positive,0.21666666666666667,positive
"Unfortunately, the security measures in the Airbnb were inadequate, raising concerns about my personal safety.",negative,-0.25,negative
"I had reservations about the safety of the neighborhood, particularly during nighttime hours.",positive,0.16666666666666666,positive
"The Airbnb lacked visible security features, making me question the overall safety and protection.",neutral,0.0,neutral
I didn't feel entirely comfortable due to the lack of proper security measures both inside and outside the Airbnb.,positive,0.06875,positive
"The neighborhood had a history of security incidents, which affected my peace of mind during the stay.",neutral,0.0,neutral
"They went above and beyond to accommodate my pet's needs, making our stay enjoyable and stress-free.",positive,0.25,positive
"The neighborhood had beautiful parks and walking trails, perfect for outdoor activities with my pet.",positive,0.925,positive
"Unfortunately, the Airbnb did not allow pets, which was disappointing as a pet owner.",negative,-0.55,negative
"There were limited pet-friendly facilities in the vicinity, making it challenging to cater to my pet's needs.",positive,0.2142857142857143,positive
"The host had strict pet policies, which restricted the convenience and comfort for pet owners.",neutral,0.0,neutral
I struggled to find suitable pet-friendly areas near the Airbnb for exercise and playtime.,positive,0.325,positive
"The Airbnb didn't provide any specific amenities or considerations for pets, which was a letdown.",neutral,0.0,neutral
"They were incredibly responsive and attentive, addressing all my inquiries and needs promptly.",positive,0.65,positive
The host gave fantastic local recommendations and made me feel like a valued guest throughout my stay.,positive,0.2,positive
"Unfortunately, the host was unresponsive and lacked the necessary professionalism, impacting my overall experience.",negative,-0.16666666666666666,negative
I experienced difficulties in reaching the host when I needed assistance or had questions during my stay.,positive,0.8,positive
"The host was unaccommodating and did not adequately address my concerns, which was disappointing.",negative,-0.3833333333333333,negative
"I felt unwelcome by the host, with minimal communication and a lack of support throughout my visit.",negative,-0.1,negative
The host was unhelpful and showed a lack of interest in ensuring a comfortable and enjoyable stay.,positive,0.45,positive
