Review,sentiment,polarity,overall_sentiment
"There were limited pet-friendly facilities in the vicinity, making it challenging to cater to my pet's needs.",positive,5.857142857142858,positive
"The host had strict pet policies, which restricted the convenience and comfort for pet owners.",positive,5.0,positive
I struggled to find suitable pet-friendly areas near the Airbnb for exercise and playtime.,positive,6.3,positive
"The Airbnb didn't provide any specific amenities or considerations for pets, which was a letdown.",positive,5.0,positive
"They were incredibly responsive and attentive, addressing all my inquiries and needs promptly.",positive,7.6,positive
The host gave fantastic local recommendations and made me feel like a valued guest throughout my stay.,positive,5.8,positive
"Unfortunately, the host was unresponsive and lacked the necessary professionalism, impacting my overall experience.",positive,4.333333333333333,positive
I experienced difficulties in reaching the host when I needed assistance or had questions during my stay.,positive,8.2,positive
"The host was unaccommodating and did not adequately address my concerns, which was disappointing.",positive,3.466666666666667,positive
"I felt unwelcome by the host, with minimal communication and a lack of support throughout my visit.",positive,4.6,positive
The host was unhelpful and showed a lack of interest in ensuring a comfortable and enjoyable stay.,positive,6.8,positive
